text,label
nonstandard principles for generalized functions,12
transitivity of codimension one noninvertible conservative skew-products,8
quadrics via semigroups,5
the kauffman polynomial of periodic links,7
radon transforms over lower-dimensional horospheres in real hyperbolic space,12
model theory of finite and pseudofinite groups,9
morita equivalence of semigroups with local units,5
subweyl bounds for $gl(2)$ $l$-functions,18
integrability of seminorms,17
an analytic model for left invertible weighted translation semigroups,12
$3$-principalization over $s_3$-fields,18
a convex polynomial that is not sos-convex,14
on a class of multiplicityfree nilpotent k_c-orbits,10
toroidal dehn fillings on hyperbolic 3-manifolds,7
unirationality of cubic hypersurfaces,3
"sylvester double sums, subresultants and symmetric multivariate hermite interpolation",3
positivity of anticanonical divisor,3
the minimal components of the mayr-meyer ideals,1
monochromatic hamiltonian berge-cycles in colored hypergraphs,2
complexity and module varieties for classical lie superalgebras,10
an inequality regarding differential polynomial,11
the two-scale transformation method,19
mobius transformations of polygons and partitions of 3-space,7
dirac operators on lightlike hypersurfaces,4
some algorithms for skew polynomials over finite fields,18
conjugacy in inverse semigroups,13
nonconvex sorted $\ell_1$ minimization for sparse approximation,14
equivalences of monoidal model categories,16
some properties of kenmotsu manifolds admitting a semisymmetric nonmetric connection,4
the equivariant cohomology for semidirect product actions,16
interpolating hereditarily indecomposable banach spaces,12
on the malgrange isomonodromic deformations of nonresonant meromorphic (2x2)-connections,0
data-informed emulators for multiphysics simulations,8
inverse transport calculations in optical imaging with subspace optimization algorithms,15
non compact boundaries of complex analytic varieties,11
time-inhomogeneous branching processes conditioned on nonextinction,17
commuting polynomials and polynomials with same julia set,8
spectra of tukey types of ultrafilters on boolean algebras,9
the generic degree of autonomy,14
generators of semigroups on banach spaces inducing holomorphic semiflows,12
outer automorphisms of free burnside groups,13
polynomial valuations on vector lattices,12
affine automorphisms of rooted trees,13
"infinite bubbling in nonk\""ahlerian geometry",11
preserving closedness of operators under summation,12
symplectic integration with jacobi polynomials,15
multisemigroups with multiplicities and complete ordered semirings,10
clairaut antiinvariant submersions from normal almost contact metric manifolds,4
geometric intersection of curves on nonorientable genus two surfaces,7
eigenvalue coincidences and multiplicity free spherical pairs,10
"gr\""obner-shirshov bases for noncrystallographic coxeter groups",13
projective modules over affine threefolds: a simpler case,1
conical limit sets of hyperbolic subgroups,7
projective modules over overrings of polynomial rings,1
simple polyominoes are prime,1
classification of kaehler homogeneous manifolds of noncompact dimension two,11
algebraic supergroups and harish-chandra pairs over a commutative ring,10
recognizing trivial links in polynomial time,7
equicontinuity on semilocally connected spaces,8
multiview attenuation estimation and correction,14
magnitude meets persistence. homology theories for filtered simplicial sets,16
bi-periodic fibonacci matrix polynomial and its binomial transforms,18
multiplicative structures on homotopy spectral sequences i,16
invariant transversals in finite groups,13
compact complex surfaces with no nonconstant meromorphic functions,11
toeplitz operators and pseudoextensions,12
on radial and conical fourier multipliers,0
a note on nondegenerate integer programs with small subdeterminants,14
nonabsolutely irreducible elements in the ring of integer-valued polynomials,1
trinomials defining quintic number fields,18
semilinear nonlocal elliptic equations with critical and supercritical exponents,19
the independence under sublinear expectations,17
coloring hypergraphs defined by stabbed pseudodisks and abab-free hypergraphs,2
one-dimensional random interlacements,17
cross-sections of multibrot sets,8
coalescence under preimage constraints,2
remarks on the sibony functions and pseudometrics,11
near-critical reflection of internal waves,19
cross-connections of the singular transformation semigroup,13
subspacediskcyclic sequences of linear operators,12
gaps in nonsymmetric numerical semigroups,1
candidates for nonrectangular constrained willmore minimizers,4
the nonorientable four-genus of knots,7
mixing on rank-one transformations,8
differential krull dimension in differential polynomial extensions,1
invariant manifolds for nondifferentiable operators,8
rapid polynomial approximation on stein manifolds,11
an improved error bound for multiquadric and inverse multiquadric interpolation,15
"2-d skew constacyclic codes over $r[x,y,\rho,\theta]$",5
categorical representation of superschemes,3
nonisotrivial families over curves with fixed point free automorphisms,3
on modules of linear transformations,5
geometric properties of the nonlinear resolvent of holomorphic generators,11
degree spectra for transcendence in fields,9
almost split morphisms in subcategories of triangulated categories,10
a seamless multilevel ensemble transform particle filter,15
outer billiards on kites,8
trace asymptotics for subordinate semigroups,17
sombor index of polymers,2
products on mu-modules,16
"subfactors of index less than 5, part 4: vines",6
normal bgg solutions and polynomials,4
on trilinear oscillatory integrals,0
transference principles for semigroups and a theorem of peller,12
regularity of symbolic powers of square-free monomial ideals,1
unstability of pseudoharmonic maps between pseudohermitian manifolds,4
solving pseudodifferential equations,19
skew polynomial rings over abelian and idempotent reflexive rings,5
first order systems of odes with nonlinear nonlocal boundary conditions,0
fourier transform of anisotropic hardy spaces,0
inclusion properties of generalized integral transform using duality techniques,11
conformal models and fingerprints of pseudolemniscates,11
symmetries of the c*-algebra of a vector bundle,6
the smallest haken hyperbolic polyhedra,7
power series and analyticity over the quaternions,11
a survey of hyperbolic knot theory,7
antiinvariant riemannian submersions from sasakian manifolds,4
strictifying and taming directed paths in higher dimensional automata,16
mathematics for 2d interfaces,19
noncommutative functions are weakly algebraic on operatorial polynomial polyhedra,12
orbit representations from linear mod 1 transformations,6
derived autoequivalences from periodic algebras,10
projections over quantum homogeneous odd-dimensional spheres,6
ratio vectors of polynomiallike functions,0
supercuspidal representations: an exhaustion theorem,10
exit times for some nonlinear autoregressive processes,17
the three-point pick-nevanlinna interpolation problem on the polydisc,11
polyak's theorem on hilbert spaces,12
phase transition for a nonattractive infection process in heterogeneous environment,17
on deflation and multiplicity structure,3
integer-valued polynomials on commutative rings and modules,1
on the intersection ring of graph manifolds,7
multilevel monte-carlo for measure valued solutions,15
about calculation of the hankel transform using preliminary wavelet transform,15
$q$-eulerian polynomials and polynomials with only real zeros,2
multiscale stabilization for convection-dominated diffusion in heterogeneous media,15
on the real polynomial bohnenblust-hille inequality,12
"automorphisms fixing a variable of k<x,y,z>",5
multiggsgroups have the congruence subgroup property,13
tensor products of c(x)-algebras over c(x),6
derivative loss for kirchhoff equations with nonlipschitz nonlinear term,19
new parameters of subsets in polynomial schemes,2
the internal structure of $\mathrm{hod}^{l[x]}$ up to its woodin,9
characterization of the monotone polar of subdifferentials,14
ramsey theory for monochromatically well-connected subsets,9
complexity estimates for triangular hierarchical matrix algorithms,15
nonlinear scalar discrete multipoint boundary value problems at resonance,8
a many to one discrete auditory transform,15
nonstandard operators in grassmannian geometry,4
pseudo and strongly pseudo 2--factor isomorphic regular graphs,2
maximal green sequences of quivers with multiple edges,10
computing unstructured and structured polynomial pseudospectrum approximations,15
monotonicity and phase diagram for multirange percolation on oriented trees,17
on multivariate matsaev's conjecture,12
implication in finite posets with pseudocomplemented sections,9
minimal volume entropy on graphs,13
taylor and minimal resolutions of homogeneous polynomial ideals,1
semitransitive and transitive subsemigroups of the inverse symmetric semigroups,13
a generalization of the kobayashi-oshima uniformly bounded multiplicity theorem,10
topological automorphic forms,16
critical delays and polynomial eigenvalue problems,15
tube algebra of group-type subfactors,6
on rational homotopy and minimal models,16
measures of noncompactness on the standard hilbert $c^*$-module,6
geometric calculus on pseudoriemannian manifolds,4
classification of semialgebraic $p$-adic sets up to semialgebraic bijection,9
krawtchouk polynomials and quadratic semiregular sequences,2
automorphisms of o'grady's manifolds acting trivially on cohomology,3
norming subspaces of banach spaces,12
hypergeometric galois actions,3
possible size of an ultrapower of omega,9
pseudoriemannian geodesic foliations by circles,4
c-totally real warped product submanifolds,4
syntactic aspects of hypergraph polytopes,2
a not so simple local multiplier algebra,6
contraction analysis of nonlinear random dynamical systems,14
computing finite semigroups,5
"cannon-thurston maps, subgroup distortion, and hyperbolic hydra",13
ricci solitons on pseudoriemannian hypersurfaces of 4-dimensional minkowski space,4
bi-$f$-harmonic curves and hypersurfaces,4
numerical methods for multiscale inverse problems,15
null systems in the nonminimal case,8
quasi-nearly subharmonicity and separately quasi-nearly subharmonic functions,19
nonuniqueness for the transport equation with sobolev vector fields,19
deformations of hyperbolic convex polyhedra and 3-cone-manifolds,4
closed dendroidal sets and unital operads,16
endomorphisms of ordinary superelliptic jacobians,3
bat algorithm for multiobjective optimisation,14
a counterexample to a conjecture of ding,1
nonlinear nonnested 2-d spline approximation,0
automorphisms of free product-type and their crossed-products,6
golden ratio on nonorientable surfaces,7
"hyperk\""ahler fourfolds and grassmann geometry",3
polynomial identities for matrices over the grassmann algebra,5
hypocoercivity and subexponential local equilibria,19
fixed points of the berezin transform of polyanlytic fock spaces,12
transcendental extensions of a valuation domain of rank one,1
symmetric polynomials associated with numerical semigroups,2
a generalization of thom's transversality theorem,4
the geometry of special monoids,13
perverse sheaves over real hyperplane arrangements ii,16
on overconvergent subsequencs of closed to rows classical pade' approximants,11
new multirectional mean value inequality,12
noncommutative generalized dedekind symbols,18
factorization of hilbert class polynomials over prime fields,18
minimising the number of triangular edges,2
translationmodulation invariant banach spaces of ultradistributions,12
nonhopfian relatively free groups,13
bilinear pseudodifferential operators with exotic symbols,0
minimal hyperspace actions of homeomorphism groups of h-homogeneous spaces,8
intersections on tropical moduli spaces,3
on hom-lie antialgebra,5
monopoles and landau-ginzburg models ii: floer homology,7
"homotopical intersection theory, ii: equivariance",16
toward the theory of semilinear equations,11
higher homotopy associativity in the harris decomposition of lie groups,16
$\tau^2$-stable tilting complexes over weighted projective lines,10
subcomplete forcing principles and definable well-orders,9
on super $v$-domains,1
continuous families of hyperfinite subfactors with the same standard invariant,6
smooth linearization of nonautonomous difference equations with a nonuniform dichotomy,8
isometric actions on pseudoriemannian nilmanifolds,4
the set-theoretic multiverse,9
"on minimal nonscattering solution for focusing mass-subcritical nonlinear schr\""odinger equation",19
boardman-vogt resolutions and bar/cobar constructions of (co)operadic (co)bimodules,16
on infinitely divisible semimartingales,17
concentration on minimal submanifolds for a yamabe type problem,19
"cylindric and polyadic algebras, new perspectives",9
automorphisms of dihedral-like automorphic loops,13
multiplicity one theorems and invariant distributions,10
convergence of cubic spline super fractal interpolation functions,8
wiener-hermite polynomial expansion for multivariate gaussian probability measures,15
prime divisors in polynomial orbits over function fields,18
computing twisted alexander polynomials for montesinos links,7
maximal operators and hilbert transforms along variable nonflat homogeneous curves,0
"test elements, retracts and automorphic orbits",5
the perron-frobenius theorem for markov semigroups,12
divisors on overlapped intervals and multiplicative functions,18
multigieseker semistability and moduli of quiver sheaves,3
nonspectral fractal measures with fourier frames,12
edge-coloring via fixable subgraphs,2
on the ko-groups of toric manifolds,16
poincare series of monomial rings with minimal taylor resolution,1
"subresultants, sylvester sums and the rational interpolation problem",1
on a multipoint schwarz-pick lemma,11
"tannaka-krein duality for compact groupoids ii, fourier transform",6
topological complexity of some planar polygon spaces,16
fourier multipliers for hardy spaces on laguerre hypergroup,12
on lagrangian submersions,4
timescale separation in autonomous optimization,14
generalized multivariate hawkes processes,17
absolutely superficial sequences,1
nonlinear degenerate cross-diffusion systems with nonlocal interaction,19
computation of induced orthogonal polynomial distributions,15
basic subtoposes of the effective topos,9
generating minimal boundary maps,16
traveling wave solutions of spatially periodic nonlocal monostable equations,8
exponential sums with sparse polynomials over finite fields,18
fatou's interpolation theorem implies the rudin-carleson theorem,11
strong transitivity properties for operators,12
crossed products of dual operator spaces by locally compact groups,6
kpz in a multidimensional random geometry of multiplicative cascades,17
counting squarefree discriminants of trinomials under abc,18
polymetric brick wall patterns and two-dimensional substitutions,2
decomposability of multivariable polynomials,1
"triality, structurable and pre-structurable algebras",5
stability and triviality of the transverse invariant from khovanov homology,7
limits of multivariate elliptic hypergeometric biorthogonal functions,0
product systems associated to compound poisson processes,6
explicit construction of equivalence bimodules between noncommutative solenoids,6
various interplays between relation and cylindric algebras,9
phase transitions in phylogeny,17
extremal even-cycle-free subgraphs of the complete transposition graphs,2
contractible subgraphs and morita equivalence of graph c*-algebras,6
the tits alternative for nonspherical triangles of groups,13
interpolative gap bounds for nonautonomous integrals,19
"asymptotics of chebyshev polynomials, i. subsets of $\mathbb{r}$",0
some noncommutative subsequential weighted individual ergodic theorems,6
"a pseudoconformal compactification of the nonlinear schr\""odinger equation and applications",19
nonrigid quartic 3-folds,3
iterated antiderivative extensions,0
denjoy subsystems and horseshoes,8
radii problems for normalized hyperbessel function,11
improvement of flatness for nonlocal phase transitions,19
cubic self-inversive polynomials whose roots envelope conics,11
inequalities for nonuniform wavelet frames,12
monochromatic and zero-sum sets of nondecreasing diameter,2
transferring fourier multipliers from rn to compact lie groups,10
the antisymmetric gue minor process,17
on some expansion theorems involving confluent hypergeometric $_{2}f_{2}(x)$ polynomial,0
on the cohomology and extensions of $n$-ary multiplicative hom-nambu-lie superalgebras,10
rigidity of square-tiled interval exchange transformations,8
minimal surfaces in circle bundles over riemann surfaces,4
a reflection principle for real-analytic submanifolds of complex spaces,11
numerical simulations of the nonlinear molodensky problem,15
the unknown subgroup of $aut(e_8)$,13
quadratic malcev superalgebras with reductive even part,5
q-binomials and noncontinuity of the p-adic fourier transform,18
the nonvanishing hypothesis at infinity for rankin-selberg convolutions,10
interlacing ehrhart polynomials of reflexive polytopes,2
a completely monotonic function involving the gamma and trigamma functions,0
a new look at convexity and pseudoconvexity,11
nonsimple polyominoes and prime ideals,1
on analytic interpolation manifolds in boundaries of weakly pseudoconvex domains,11
position vectors of numerical semigroups,1
homological subsets of spec,1
the scale function and tidy subgroups,13
generating ultrafilters in a reasonable way,9
the gysin sequence for $s^1$-actions on stratified pseudomanifolds,16
a nonexistence theorem for almost split sequences,10
decomposition theorem for semisimples,3
radial subgradient method,14
counting real algebraic numbers with bounded derivative of minimal polynomial,18
calibrated subbundles in noncompact manifolds of special holonomy,4
integral cayley multigraphs over abelian and hamiltonian groups,2
gearhart-koshy acceleration for affine subspaces,14
metastability of certain intermittent maps,8
degree bounds for semiinvariant rings of quivers,10
isoperimetric cones and minimal solutions of partial overdetermined problems,19
an interior point-proximal method of multipliers for convex quadratic programming,14
topology of polyhedral products over simplicial multiwedges,16
the segal-bargmann transform in clifford analysis,11
partial monoid actions and a class of restriction semigroups,5
a nonarchimedean counterpart of johnson's theorem for discrete groups,12
on a nonhomogeneous and nonlinear heat equation,19
a-infinity structures and massey products,16
nonabelian extensions of minimal rotations,8
characteristic polynomial of supersingular abelian varieties over finite fields,3
landen inequalities for zero-balanced hypergeometric functions,0
counterexamples to the quadrisecant approximation conjecture,7
maximum spectral radius of outerplanar 3-uniform hypergraphs,2
neostability in countable homogeneous metric spaces,9
distributed linearized admm for network cost minimization,14
on the number of automorphism of uncontable models,9
vietoris-rips homology theory for semiuniform spaces,16
cosine manifestations of the gelfand transform,12
the condition in the trichotomy theorem is optimal,9
completely invariant escaping set of transcendental semigroup,8
\delta-derivations of semisimple structurable algebras,5
some problems on measure-preserving transformations,8
atomic disintegrations for partially hyperbolic diffeomorphisms,8
minimal isoparametric submanifolds of $\mathbb{s}^{7}$ and octonionic eigenmaps,4
an outer approximation algorithm for multiobjective mixed-integer linear programming,14
foliations with few noncompact leaves,7
periodic billiards in isosceles triangles,8
hyperbolic triangular prisms with one ideal vertex,7
frequently hypercyclic abstract higher-order differential equations,12
topology explains why automobile sunshades fold oddly,7
transversal intersection of monomial ideals,1
noncommutative frames revisited,5
automorphisms of tiled orders,5
large deviations for brownian intersection measures,17
generation of polycyclic groups,13
strongly irreducible surface automorphisms,7
on $\mathrm{c}^*$-algebras associated to product systems,6
closure-interior duality over complete local rings,1
monotonicity properties of some dini functions,0
contact real hypersurfaces in the complex hyperbolic quadric,4
several transformation formulas for basic hypergeometric series,0
interactive preference learning of utility functions for multiobjective optimization,14
multiplicity one theorems over positive characteristic,10
"groups generated by 3-state automata over a 2-letter alphabet, ii",13
effective numerical treatment of subdiffusion equation with nonsmooth solution,15
energy minimisers with prescribed jacobian,19
leibniz triple systems admitting a multiplicative basis,10
harish-chandra modules over the $\q$ heisenberg-virasoro algebra,10
conservative partially hyperbolic dynamics,8
"polynomial matrices, splitting subspaces and krylov subspaces over finite fields",2
on mean outer radii of random polytopes,12
boundedness of some multiparameter fiber-wise multiplier operators,0
a noncommutative wiener-wintner theorem,6
partial hyperbolicity and central shadowing,8
uncertainty principles for the windowed hankel transform,0
on suffridge polynomials,11
a note on intermediate subfactors of krishnan-sunder subfactors,6
transverse noncommutative geometry of foliations,7
supercuspidal support of irreducible modulo l-representations of sl_n(f),10
"split functions, fourier transforms and multipliers",12
gradient bounds for wachspress coordinates on polytopes,15
orthogonal polynomials and diffusion operators,17
mixing sets for rigid transformations,8
some observations concerning polynomial convexity,11
classification of finite dimensional irreducible modules over w-algebras,10
"bernoulli, ramanujan, toeplitz and the triangular matrices",15
on bilateral weighted shifts in noncommutative multivariable operator theory,6
hyperbolicity of generic high-degree hypersurfaces in complex projective space,11
iterated integrals on products of one variable multiple polylogarithms,18
pseudoanosov homeomorphisms of punctured nonorientable surfaces with small stretch factor,7
"flat base change formulas for $(\mathfrak{g},k)$-modules over noetherian rings",10
ultrafilters on singular cardinals of uncountable cofinality,9
additive structures on cubic hypersurfaces,3
stochastic predictive control under intermittent observations and unreliable actions,14
divisor sequences of atoms in krull monoids,1
"automata, groups, limit spaces, and tilings",13
aspherical manifolds that cannot be triangulated,7
necklaces count polynomial parametric osculants,3
a quadratic hypergeometric 2f1 transformation over finite fields,18
asymptotic behavior of tor over complete intersections and applications,1
graded identities of some simple lie superalgebras,5
on proximal relations in transformation semigroups arising from generalized shifts,8
the 1-line of the k-theory bousfield-kan spectral sequence for spin(2n+1),16
nash equilibrium seeking under directed graphs,14
rooted hypersequent calculus for modal logic s5,9
"projected dynamical systems on irregular, noneuclidean domains for nonlinear optimization",14
on the extremal betti numbers of squarefree monomial ideals,1
differential equations associated with lambda-changhee polynomials,18
hyperbolic covering knots,7
strongly p-embedded subgroups,13
extremal polynomials on a jordan arc,0
quasiconformality and hyperbolic skew,11
on classification of finite-dimensional semisimple hopf algebras,5
predicativity through transfinite reflection,9
finite type points on subsets of $\mathbb c^n$,11
hierarchical electrochemical modeling and simulation of bio-hybrid interfaces,15
infinite-dimensional integration and the multivariate decomposition method,15
on subordinate random walks,17
lectures on nonnegative polynomials and sums of squares,3
minimal nonnilpotent groups which are supersolvable,13
$k$-intersection edge-coloring subcubic planar multigraphs,2
the robust minimal controllability problem,14
low-rank optimization for semidefinite convex problems,14
contraction algebra and singularity of three-dimensional flopping contraction,3
on the polynomial hardy--littlewood inequality,12
the howe duality and lie superalgebras,10
contractible spaces and coalescent homotopies,7
multicomponent dynamical systems: srb measures and phase transitions,8
"triple chords and strong (1, 2) homotopy",7
lines in supersingular quartics,3
the antidiagonal filtration: reduced theory and applications,7
on nonabelian brumer and brumer-stark conjectures for monomial cm-extensions,18
mixing and weakly mixing abelian subalgebras of type ii$_1$ factors,6
dominating maximal outerplane graphs and hamiltonian plane triangulations,2
a polynomial upper bound on reidemeister moves,7
summability of multidimensional trigonometric fourier series,0
norms of minimal projections,12
on subschemes of formal schemes,3
ornstein-uhlenbeck semigroups in infinite dimension,19
generalized multiscale young measures,19
amplified graph c*-algebras ii: reconstruction,6
speed of polynomial approximation entire functions and their properties,11
coisotropic hypersurfaces in grassmannians,3
interval regularization for imprecise linear algebraic equations,15
a class of remarkable submartingales,17
complex interpolation of hardy-type subspaces,12
nonaccessible critical points of cremer polynomials,8
singularly perturbed biharmonic problems with superlinear nonlinearities,19
ramanujan's cubic transformation inequalities for zero-balanced hypergeometric functions,0
centralizers and pseudodegree functions,5
fair integral submodular flows,2
palindromic automorphisms of free nilpotent groups,13
multilinear operators factoring through hilbert spaces,12
the order of dominance of a monomial ideal,1
spectral triples for nested fractals,6
yamamoto's interpolation of finite multiple zeta and zeta-star values,18
a stability result for nonlinear neumann problems under boundary variations,19
a multivalued logarithm on time scales,0
hypergroups related to a pair of compact hypergroups,10
a subsequence characterization of sequences spanning isomorphically polyhedral banach spaces,12
multifusion categories of harish-chandra bimodules,10
differential embedding problems over laurent series fields,1
spectral multiplicities for ergodic flows,8
parallel multiscale reduction of persistent homology filtrations,16
small forcing makes any cardinal superdestructible,9
invariant sets and measures of nonexpansive group automorphisms,8
on a type of semisubriemannian connection on a subriemannian manifold,4
krull-schmidt decompositions for thick subcategories,16
the hilali conjecture for hyperelliptic spaces,16
representing derivatives of chebyshev polynomials by chebyshev polynomials,2
how to make a triangulation of s^3 polytopal,7
wavelet transform and radon transform on the quaternion heisenberg group,12
minimal faithful upper-triangular matrix representations for solvable lie algebras,10
on transgression in associated bundles,4
a quantitative interpretation of the frequent hypercyclicity criterion,12
the inner structure of boundary quotients of right lcm semigroups,6
on certain wronskians of multiple orthogonal polynomials,0
mapping properties of the zero-balanced hypergeometric functions,11
two interesting examples of $\mathcal{d}$-modules in characteristic $p>0$,1
on singular equations over torsion-free groups,13
"homogeneous hyperhermitian metrics which are conformally hyperk\""ahler",4
multiplelayer parking with screening,17
monotone homomorphisms on convolution semigroups,17
some spherical uniqueness theorems for multiple trigonometric series,0
$\sigma$-mappings of triangular algebras,5
on permanents of matrices over a commutative additively idempotent semiring,5
counting rational points on hypersurfaces,18
equation problem over central extensions of hyperbolic groups,13
counterexamples to the colorful tverberg conjecture for hyperplanes,2
berge cycles in nonuniform hypergraphs,2
sparse binary cyclotomic polynomials,18
generating functions for spherical harmonics and spherical monogenics,11
a green--julg isomorphism for inverse semigroups,6
on a local characterization of pseudoconvex domains,11
timelike minimal surfaces via loop groups,4
orthogonal polynomials on a bi-lattice,0
homotopic distance between functors,16
subquivers determine the invariants $\xi_j$ for multidimensional persistence modules,16
generalized hypergeometric solutions of the heun equation,0
nonmeridional epimorphisms of knot groups,7
classification of irreversible and reversible pimsner operator algebras,6
multiplier transformations associated to convex domains in $\mathbb{r}^2$,0
on homotopy aspects and cablings of virtual pure braid groups,16
pseudofree group actions on spheres,7
some trigonometric polynomials with extremely small uniform norm,0
optimality conditions for nonlinear semidefinite programming via squared slack variables,14
"multiplier ideals, b-function, and spectrum of a hypersurface singularity",3
groupoid fell bundles for product systems over quasi-lattice ordered groups,6
chromatic (co)homology of finite general linear groups,16
differential subordination under change of law,17
definable sets in a hyperbolic group,13
modules in monoidal model categories,16
holder regularity for nondivergence nonlocal parabolic equations,19
partition of unity interpolation on multivariate convex domains,15
the semiinfinite intersection cohomology sheaf,3
units of the string link monoids,7
simplicial (co)homeology groups: new p.l. homeomorphism invariants of polyhedra,16
on galois groups and pac substructures,9
nonnegative integer linear congruences,18
minimality of $5$-adic polynomial dynamical systems,8
a multiurn model for network search,14
a simplified multidimensional integral,0
on the multisimplicial cup product,16
polynomial problems of the casas-alvero type,0
local zeta functions for nondegenerate laurent polynomials over p-adic fields,3
estimating multidimensional persistent homology through a finite sampling,16
polyhedral approximations of the semidefinite cone and their application,14
interacting multiple model-feedback particle filter for stochastic hybrid systems,15
minimizing polynomials via sum of squares over the gradient ideal,14
equivalence of valued fields with valuation preserving automorphism,9
lightlike hypersurfaces of metallic semiriemannian manifolds,4
almost closed interscribed polygons,8
"the poisson and stokes problems in nonconvex, lipschitz polytopes",19
polybernoulli polynomials arising from umbral calculus,18
multipackings in graphs,2
branch-and-price algorithm for an autocarrier transportation problem,14
preliminaries to versal families of compact super riemann surfaces,11
semistability and cat(0) geometry,13
average cost markov decision processes with semiuniform feller transition probabilities,14
full groups of bounded automaton groups,13
fundamental group of $af$-algebras with finite dimensional trace space,6
model structures for correspondences and bifibrations,16
nonsplitting in kirchberg's ideal-related kk-theory,6
nonlinear subsets of function spaces and spaceability,12
a monoidal algebraic model for rational so(2)-spectra,16
a fully nonlinear flow for two-convex hypersurfaces,4
